paciente_id,sucursal,especie,raza_registrada,edad_mascota_anios,tipo_atencion,diagnostico_texto,medico_id,monto_cobrado,costo_medicamento,dias_desde_ultima_visita,visitas_historicas,tiene_vacunas_al_dia,retorno_90d
PAC_00485,Providencia,gato,1,1.7,consulta_general,gastroenteritis_c,VET_02,33600,8500.0,50,2,1,1
PAC_00486,Maipú,perro,1,14.9,consulta_especialidad,parvovirus,VET_02,67200,18300.0,20,4,0,1
PAC_00487,Ñuñoa,ave,1,8.9,hospitalización,fractura,VET_14,235900,30800.0,56,6,1,1
PAC_00488,Pudahuel,perro,1,3.7,consulta_general,gastroenteritis_c,VET_11,22900,3100.0,8,5,1,1
PAC_00489,Pudahuel,gato,0,1.5,hospitalización,GASTROENTERITIS,VET_23,147600,50800.0,128,1,0,0
PAC_00490,Peñalolén,gato,1,8.2,consulta_general,otitis,VET_12,30100,4000.0,9,5,1,1
PAC_01006,Ñuñoa,gato,1,1.5,consulta_general,fractura_c,VET_17,36200,9400.0,75,2,1,1
PAC_00492,Ñuñoa,perro,0,1.1,consulta_general,Fractura,VET_16,37700,5800.0,198,1,1,0
PAC_00493,Maipú,perro,1,0.3,venta_producto,CONTROL_RUTINA,VET_06,37200,9400.0,146,3,1,0
PAC_00494,Ñuñoa,perro,1,0.7,cirugía,CONTROL_RUTINA,VET_09,243200,23800.0,1,1,0,0
PAC_00495,Maipú,perro,1,1.3,consulta_especialidad,control_rutina_c,VET_23,64900,21400.0,38,4,0,0
PAC_00496,Peñalolén,gato,0,5.1,consulta_especialidad,Control_rutina,VET_15,70300,8000.0,64,2,0,0
PAC_00497,Las_Condes,perro,1,4.6,hospitalización,dermatitis_c,VET_21,216300,47400.0,10,5,1,1
PAC_00498,Ñuñoa,gato,1,2.2,consulta_general,fractura_c,VET_22,37400,5000.0,13,3,0,1
PAC_00499,Peñalolén,gato,0,1.6,consulta_general,dermatitis_c,VET_10,35800,6800.0,0,6,1,1
PAC_00500,Pudahuel,ave,1,16.6,consulta_general,Tumor,VET_10,44200,12200.0,53,1,0,0
PAC_00501,Maipú,perro,1,3.5,consulta_especialidad,artritis_c,VET_17,51100,16800.0,118,5,1,1
PAC_00502,Maipú,perro,0,5.7,consulta_especialidad,dermatítís,VET_16,63200,20000.0,188,3,1,0
PAC_00503,Maipú,perro,0,7.7,venta_producto,fractura,VET_16,38300,5200.0,237,5,1,0
PAC_00504,San_Miguel,ave,1,3.7,consulta_general,control_rutína,VET_05,29900,6100.0,99,4,1,0
PAC_00505,Las_Condes,gato,0,6.2,consulta_general,Otitis,VET_14,31100,10900.0,8,1,1,1
PAC_00676,Ñuñoa,perro,1,4.2,consulta_general,gastroenteritis_c,VET_21,51400,14100.0,37,5,1,1
PAC_00507,Providencia,perro,1,4.0,consulta_especialidad,control_rutína,VET_19,72600,21400.0,36,6,0,1
PAC_00508,La_Florida,perro,1,3.8,consulta_especialidad,CONTROL_RUTINA,VET_03,73300,9500.0,13,3,1,1
PAC_00509,Maipú,perro,0,12.8,consulta_especialidad,dermatitis_c,VET_18,52700,10800.0,160,3,1,0
PAC_00510,San_Miguel,perro,1,5.8,cirugía,CONTROL_RUTINA,VET_09,282200,35600.0,122,7,1,1
PAC_00511,Pudahuel,gato,1,0.7,hospitalización,dermatitis_c,VET_03,223900,20100.0,77,1,1,0
PAC_00512,Providencia,gato,1,8.4,venta_producto,Control_rutina,VET_03,18900,5600.0,94,1,1,0
PAC_00513,Providencia,perro,1,3.7,consulta_general,CONTROL_RUTINA,VET_18,28900,4900.0,38,2,1,1
PAC_00514,Ñuñoa,perro,1,3.0,venta_producto,fractura,VET_06,27300,4300.0,70,3,1,0
PAC_00515,Peñalolén,gato,1,15.4,venta_producto,otítís,VET_09,25600,7800.0,43,3,1,1
PAC_01316,Las_Condes,gato,0,1.6,cirugía,gastroenterítís,VET_04,80000,12500.0,16,8,1,1
PAC_00517,Ñuñoa,perro,1,6.1,consulta_general,Control_rutina,VET_03,28000,5200.0,110,4,1,1
PAC_00518,San_Miguel,perro,1,3.4,consulta_general,parvovírus,VET_03,42000,12200.0,127,6,0,1
PAC_00519,Maipú,perro,0,4.5,consulta_especialidad,ESTERILIZACIÓN,VET_18,63100,17400.0,139,2,1,0
PAC_00520,Peñalolén,perro,1,2.4,hospitalización,esterilización_c,VET_12,144700,36000.0,222,6,0,0
PAC_00521,La_Florida,perro,1,4.4,consulta_general,esterilización,VET_09,34900,9600.0,90,5,1,1
PAC_00522,Peñalolén,perro,0,0.1,consulta_general,gastroenteritis_c,VET_05,24000,7200.0,23,7,0,1
PAC_00523,Providencia,perro,1,5.3,consulta_general,control_rutina,VET_19,28100,6900.0,17,2,1,1
PAC_00524,Las_Condes,perro,1,1.3,consulta_general,CONTROL_RUTINA,VET_19,28400,5100.0,125,2,1,0
PAC_00525,Pudahuel,exótico,0,8.1,consulta_general,dermatítís,VET_12,35800,5900.0,19,3,0,1
PAC_01112,La_Florida,gato,0,14.3,consulta_especialidad,dermatitis,VET_21,52800,7300.0,6,2,0,0
PAC_00527,La_Florida,gato,1,10.2,consulta_general,DERMATITIS,VET_20,26900,4600.0,15,8,1,1
PAC_00528,Pudahuel,gato,1,4.5,consulta_general,Artritis,VET_03,33600,4700.0,6,2,0,1
PAC_00529,Maipú,gato,1,0.5,consulta_especialidad,Gastroenteritis,VET_13,55200,14000.0,97,5,1,1
PAC_00530,Ñuñoa,gato,0,16.4,consulta_general,Esterilización,VET_10,23900,6500.0,5,5,1,1
PAC_00531,Providencia,gato,0,1.3,cirugía,TUMOR,VET_04,228500,66300.0,50,2,1,0
PAC_00532,Las_Condes,perro,1,2.3,venta_producto,Gastroenteritis,VET_18,36000,3400.0,91,5,1,1
PAC_00533,Ñuñoa,perro,1,7.1,venta_producto,control_rutina_c,VET_10,22900,1900.0,173,2,1,0
PAC_00534,Ñuñoa,perro,1,4.7,consulta_especialidad,DERMATITIS,VET_05,67800,17400.0,4,3,0,0
PAC_00535,Ñuñoa,perro,1,4.7,consulta_especialidad,GASTROENTERITIS,VET_03,43800,13000.0,89,3,0,0
PAC_00536,La_Florida,gato,1,0.2,consulta_general,dermatítís,VET_01,37800,5400.0,41,6,1,1
PAC_01370,Pudahuel,gato,1,1.1,consulta_especialidad,control_rutína,VET_02,88500,8900.0,46,3,0,0
PAC_00538,Pudahuel,gato,1,0.2,consulta_general,CONTROL_RUTINA,VET_20,22000,3800.0,38,5,1,1
PAC_00539,Maipú,gato,1,9.8,consulta_general,FRACTURA,VET_14,26600,5100.0,75,5,0,1
PAC_00540,San_Miguel,perro,0,0.2,cirugía,gastroenterítís,VET_12,225500,24300.0,15,2,1,1
PAC_00541,Ñuñoa,perro,0,2.7,consulta_general,control_rutina_c,VET_05,37300,4600.0,73,7,1,1
PAC_00542,Peñalolén,gato,1,1.8,consulta_especialidad,DERMATITIS,VET_23,47300,4400.0,11,1,1,1
PAC_00543,La_Florida,perro,1,2.6,consulta_general,gastroenterítís,VET_07,20600,2100.0,57,1,1,0
PAC_00544,Providencia,perro,0,4.8,consulta_general,Dermatitis,VET_12,33600,4500.0,27,4,0,1
PAC_00545,Peñalolén,ave,1,6.8,consulta_general,control_rutína,VET_08,42700,7900.0,72,3,1,0
PAC_00546,La_Florida,perro,1,11.7,consulta_general,Esterilización,VET_16,33900,5900.0,99,5,1,1
PAC_01063,Las_Condes,perro,1,0.6,consulta_general,FRACTURA,VET_06,36000,6400.0,169,3,1,1
PAC_00548,Las_Condes,perro,0,2.1,consulta_general,control_rutina_c,VET_08,45300,14200.0,6,1,1,1
PAC_00549,Maipú,gato,1,2.3,cirugía,artritis,VET_17,376800,77800.0,29,4,1,1
PAC_00550,Providencia,gato,1,15.8,consulta_general,gastroenterítís,VET_06,27400,8800.0,184,4,1,0
PAC_00551,Ñuñoa,gato,1,1.0,consulta_especialidad,fractura_c,VET_23,60400,16200.0,136,6,0,0
PAC_00552,Pudahuel,perro,0,8.6,hospitalización,CONTROL_RUTINA,VET_06,207300,42200.0,40,5,0,1
PAC_00553,San_Miguel,exótico,1,4.2,hospitalización,Parvovirus,VET_20,224900,41800.0,8,7,1,1
PAC_00554,Maipú,perro,1,6.3,venta_producto,otitis,VET_21,7200,1400.0,6,1,1,1
PAC_00555,Pudahuel,perro,0,8.7,consulta_especialidad,ESTERILIZACIÓN,VET_21,55000,18900.0,95,2,1,0
PAC_00556,Peñalolén,gato,0,2.0,hospitalización,artrítís,VET_23,194600,30700.0,51,5,1,1
PAC_00557,Providencia,ave,0,4.0,consulta_general,TUMOR,VET_01,41400,13800.0,90,2,1,1
PAC_00558,La_Florida,ave,1,2.6,consulta_general,Gastroenteritis,VET_21,37700,6900.0,28,1,1,1
PAC_00342,Maipú,gato,1,0.1,consulta_general,gastroenteritis,VET_16,44600,13200.0,7,5,0,1
PAC_00560,Las_Condes,ave,0,0.2,cirugía,otitis,VET_20,419100,56800.0,26,5,0,0
PAC_00561,Peñalolén,perro,1,1.3,consulta_especialidad,tumor,VET_23,65500,21500.0,59,4,1,1
PAC_00562,Maipú,gato,1,1.3,venta_producto,esterilización_c,VET_05,36600,10300.0,60,4,0,0
PAC_00563,San_Miguel,ave,1,3.5,consulta_general,ARTRITIS,VET_22,41000,4500.0,346,4,0,0
PAC_00564,Las_Condes,gato,0,13.4,venta_producto,otitis_c,VET_12,23900,5400.0,34,2,0,0
PAC_00565,Maipú,perro,1,2.3,consulta_general,Control_rutina,VET_06,19200,6500.0,126,7,0,0
PAC_01091,La_Florida,perro,1,3.2,venta_producto,esterílízacíón,VET_07,31500,7600.0,13,6,1,1
PAC_00567,Peñalolén,gato,1,2.4,cirugía,gastroenterítís,VET_15,456900,117000.0,3,9,1,1
PAC_00568,La_Florida,perro,0,4.0,hospitalización,DIABETES,VET_07,127400,21200.0,30,2,1,1
PAC_00569,Las_Condes,perro,1,11.3,hospitalización,diabetes_c,VET_21,178800,32100.0,94,1,0,0
PAC_00570,La_Florida,perro,0,1.9,venta_producto,dermatítís,VET_04,27000,5200.0,174,5,1,0
PAC_00571,Las_Condes,exótico,0,10.0,cirugía,otitis,VET_14,215000,52700.0,20,5,0,1
PAC_00019,Maipú,perro,1,1.5,consulta_general,artritis,VET_20,35800,11500.0,15,4,1,1
PAC_00573,Pudahuel,perro,1,3.0,venta_producto,control_rutína,VET_18,37600,7900.0,34,3,0,0
PAC_01333,Ñuñoa,perro,1,13.8,consulta_general,ESTERILIZACIÓN,VET_13,41700,6400.0,154,4,0,0
PAC_00575,Ñuñoa,gato,0,0.2,hospitalización,TUMOR,VET_01,195600,26800.0,36,5,1,1
PAC_00576,La_Florida,perro,0,5.4,hospitalización,Artritis,VET_09,245100,22400.0,68,4,1,1
PAC_00577,Ñuñoa,perro,1,7.8,consulta_general,Dermatitis,VET_17,30700,6200.0,69,8,1,1
PAC_00578,Providencia,perro,1,1.0,venta_producto,ESTERILIZACIÓN,VET_20,27300,5200.0,13,5,1,1
PAC_00579,La_Florida,perro,1,4.4,consulta_general,GASTROENTERITIS,VET_16,32500,11400.0,11,5,0,1
PAC_00580,Providencia,exótico,1,4.6,hospitalización,tumor,VET_09,260700,76300.0,90,5,1,1
PAC_00581,Ñuñoa,ave,0,6.3,consulta_especialidad,ESTERILIZACIÓN,VET_18,53000,16300.0,107,4,1,0
PAC_00582,Pudahuel,perro,1,5.5,consulta_general,fractura,VET_04,31700,5600.0,61,5,0,1
PAC_00583,Ñuñoa,gato,1,4.3,consulta_general,TUMOR,VET_22,34700,6800.0,48,2,0,0
PAC_00584,Pudahuel,gato,0,2.9,consulta_general,esterílízacíón,VET_11,21300,2600.0,133,4,1,0
PAC_00585,La_Florida,perro,1,5.4,cirugía,gastroenteritis_c,VET_06,318500,84800.0,6,5,1,1
PAC_00586,Providencia,gato,1,0.7,consulta_especialidad,DERMATITIS,VET_04,79500,13400.0,84,3,1,0
PAC_00587,San_Miguel,gato,1,1.6,consulta_especialidad,artritis_c,VET_14,64600,11600.0,4,8,1,1
PAC_00588,La_Florida,perro,0,0.2,cirugía,control_rutina_c,VET_04,386600,133400.0,90,1,1,0
PAC_00359,Maipú,perro,1,0.7,consulta_general,control_rutina,VET_01,39800,12300.0,42,1,0,0
PAC_00590,Ñuñoa,gato,0,3.0,venta_producto,OTITIS,VET_10,8000,1200.0,56,5,1,0
PAC_00591,Providencia,perro,1,1.7,consulta_general,control_rutina,VET_18,42000,6100.0,65,1,0,1
PAC_00592,Ñuñoa,perro,1,9.7,consulta_general,ESTERILIZACIÓN,VET_19,36300,6800.0,66,4,1,1
PAC_00593,Las_Condes,perro,1,11.8,consulta_general,gastroenteritis,VET_05,47400,12900.0,149,3,1,0
PAC_00594,San_Miguel,perro,1,5.5,cirugía,dermatitis,VET_08,240000,63900.0,14,3,1,1
PAC_00595,La_Florida,perro,1,2.0,consulta_general,TUMOR,VET_02,40800,7300.0,150,7,0,1
PAC_00596,Las_Condes,gato,1,12.9,consulta_especialidad,DERMATITIS,VET_14,76200,21000.0,68,1,1,0
PAC_00597,Pudahuel,perro,1,0.2,cirugía,fractura_c,VET_07,450600,53000.0,110,3,0,0
PAC_00598,Ñuñoa,perro,0,3.8,consulta_especialidad,gastroenteritis,VET_15,62600,14900.0,12,4,1,1
PAC_00599,San_Miguel,ave,1,12.3,consulta_general,artritis_c,VET_22,21700,4500.0,59,3,0,1
PAC_01068,Ñuñoa,gato,0,3.2,cirugía,diabetes_c,VET_16,113900,33500.0,46,7,0,1
PAC_00601,Peñalolén,perro,1,1.5,cirugía,gastroenteritis,VET_12,236200,36800.0,83,7,1,1
PAC_00602,Providencia,perro,0,2.1,cirugía,Control_rutina,VET_03,276200,30000.0,45,1,0,0
PAC_00603,Las_Condes,perro,1,6.3,consulta_especialidad,Control_rutina,VET_09,71100,13800.0,128,5,1,1
PAC_00604,La_Florida,perro,0,18.0,consulta_especialidad,Esterilización,VET_20,50800,17200.0,29,5,1,1
PAC_00605,San_Miguel,ave,1,1.3,cirugía,control_rutina,VET_19,544100,162900.0,25,2,1,1
PAC_00769,Providencia,perro,0,0.7,consulta_general,Tumor,VET_05,37100,12700.0,224,4,0,0
PAC_00607,Ñuñoa,perro,1,11.8,consulta_general,control_rutina_c,VET_03,39200,4400.0,78,4,1,1
PAC_00743,Las_Condes,gato,1,3.2,cirugía,gastroenteritis_c,VET_19,263800,50500.0,125,3,1,0
PAC_00775,Las_Condes,gato,0,0.8,cirugía,GASTROENTERITIS,VET_06,459400,149700.0,30,5,1,1
PAC_00610,Providencia,perro,1,9.1,cirugía,Esterilización,VET_15,291400,82700.0,113,8,0,1
PAC_00611,Las_Condes,gato,0,2.5,consulta_general,control_rutína,VET_15,32300,10800.0,182,5,1,0
PAC_00381,Las_Condes,gato,1,12.2,consulta_general,Control_rutina,VET_01,27700,6300.0,2,4,1,1
PAC_00613,Maipú,perro,0,9.6,consulta_general,control_rutína,VET_02,32400,2600.0,20,2,1,1
PAC_00614,Maipú,perro,1,9.8,consulta_general,fractura,VET_02,27700,6500.0,155,2,1,0
PAC_00615,Pudahuel,perro,1,0.2,consulta_especialidad,tumor,VET_15,30000,4900.0,74,2,0,0
PAC_00616,Las_Condes,perro,0,0.4,consulta_general,Dermatitis,VET_19,46600,7700.0,1,4,1,1
PAC_00617,Pudahuel,gato,1,3.6,consulta_especialidad,esterilización,VET_13,63200,14800.0,393,4,0,0
PAC_00618,Providencia,exótico,0,0.9,hospitalización,diabetes_c,VET_08,194600,17900.0,173,5,0,0
PAC_00619,Maipú,gato,0,8.4,hospitalización,parvovírus,VET_08,164800,,225,3,1,0
PAC_00620,Peñalolén,perro,1,12.6,consulta_general,esterílízacíón,VET_12,39000,4000.0,144,3,1,0
PAC_00864,Pudahuel,perro,1,1.4,venta_producto,Dermatitis,VET_13,35500,9200.0,82,5,1,1
PAC_00622,Ñuñoa,gato,1,1.4,cirugía,esterílízacíón,VET_12,129200,19800.0,1,7,1,1
PAC_00623,Ñuñoa,perro,0,0.2,venta_producto,artrítís,VET_22,21300,6000.0,7,1,0,0
PAC_00624,Maipú,gato,1,5.0,consulta_especialidad,artritis,VET_03,74100,16100.0,91,4,0,0
PAC_00625,La_Florida,gato,0,7.3,consulta_general,FRACTURA,VET_09,42400,4100.0,109,2,1,1
PAC_00626,San_Miguel,perro,0,5.6,venta_producto,Otitis,VET_21,19600,2300.0,26,7,0,1
PAC_00627,San_Miguel,perro,1,0.9,consulta_general,parvovírus,VET_12,32500,7100.0,47,6,1,1
PAC_00628,La_Florida,perro,1,6.5,venta_producto,artrítís,VET_02,10500,1800.0,42,4,0,0
PAC_00629,San_Miguel,gato,1,6.9,consulta_general,dermatitis,VET_14,32200,6900.0,65,3,0,0
PAC_00630,Las_Condes,perro,0,5.3,cirugía,dermatitis,VET_04,183200,62500.0,0,5,1,1
PAC_01243,Las_Condes,perro,1,0.4,consulta_general,Otitis,VET_07,45700,14200.0,7,5,1,1
PAC_00632,Las_Condes,gato,1,10.5,consulta_general,OTITIS,VET_06,37500,10300.0,125,4,1,1
PAC_00633,Ñuñoa,perro,1,4.3,consulta_general,control_rutina,VET_11,25700,2500.0,1,2,1,1
PAC_00634,Ñuñoa,perro,1,4.6,consulta_especialidad,OTITIS,VET_04,42200,14000.0,3,6,1,1
PAC_00635,La_Florida,gato,1,1.1,consulta_general,TUMOR,VET_17,37900,5900.0,66,1,0,0
PAC_00636,Ñuñoa,gato,1,1.2,consulta_general,ARTRITIS,VET_04,38600,7500.0,112,3,1,0
PAC_00637,San_Miguel,perro,1,7.4,consulta_especialidad,díabetes,VET_15,67200,12400.0,3,3,0,1
PAC_00638,Las_Condes,gato,1,11.5,venta_producto,ESTERILIZACIÓN,VET_10,43600,14200.0,39,3,1,0
PAC_00639,Peñalolén,gato,0,0.1,consulta_general,Gastroenteritis,VET_14,33900,11600.0,3,4,1,1
PAC_00640,Ñuñoa,perro,0,0.7,consulta_general,fractura,VET_22,41800,9500.0,6,5,1,1
PAC_00641,Providencia,gato,1,4.7,consulta_general,tumor,VET_10,34300,6800.0,52,4,0,0
PAC_00642,Pudahuel,gato,0,1.1,consulta_general,gastroenteritis_c,VET_08,35400,3400.0,40,5,1,1
PAC_00643,Ñuñoa,perro,0,2.6,consulta_general,diabetes,VET_18,27900,5800.0,25,9,0,1
PAC_01180,Maipú,gato,0,5.0,consulta_general,TUMOR,VET_04,39200,11100.0,5,4,0,1
PAC_00645,Ñuñoa,perro,1,1.9,consulta_general,dermatítís,VET_19,45100,4500.0,27,1,0,1
PAC_00646,Pudahuel,perro,1,2.2,consulta_general,TUMOR,VET_16,33500,8000.0,79,4,1,1
PAC_00647,Ñuñoa,perro,1,10.7,consulta_general,fractura_c,VET_03,30100,7500.0,169,3,0,0
PAC_00648,Maipú,perro,1,16.4,consulta_general,parvovirus,VET_11,32800,7200.0,61,3,0,0
PAC_00649,La_Florida,gato,0,4.5,consulta_general,DERMATITIS,VET_07,28800,7500.0,121,6,0,1
PAC_00650,Ñuñoa,ave,1,6.1,venta_producto,Diabetes,VET_05,44700,15100.0,149,7,0,0
PAC_00651,San_Miguel,perro,1,7.0,hospitalización,Gastroenteritis,VET_15,143600,36100.0,48,6,1,1
PAC_00652,San_Miguel,exótico,0,1.7,venta_producto,GASTROENTERITIS,VET_22,35400,5800.0,32,3,0,0
PAC_00653,Peñalolén,perro,1,4.2,consulta_especialidad,tumor,VET_12,103200,24700.0,24,2,1,1
PAC_01226,La_Florida,ave,1,8.5,consulta_general,parvovírus,VET_22,35300,12200.0,46,2,1,1
PAC_00655,Maipú,perro,0,2.9,consulta_general,DIABETES,VET_01,24300,8000.0,83,8,0,1
PAC_00656,Ñuñoa,exótico,1,6.2,consulta_general,control_rutina_c,VET_23,24100,5100.0,29,4,1,1
PAC_00657,Las_Condes,gato,0,8.2,consulta_general,Tumor,VET_11,33600,2700.0,95,5,1,1
PAC_00658,Ñuñoa,exótico,1,1.1,consulta_general,DIABETES,VET_16,32100,10400.0,81,6,1,1
PAC_00659,Ñuñoa,gato,1,4.7,hospitalización,DERMATITIS,VET_05,147700,49400.0,133,4,0,0
PAC_00660,La_Florida,perro,1,9.0,consulta_especialidad,OTITIS,VET_20,72800,13900.0,1,3,0,1
PAC_01177,San_Miguel,gato,0,1.2,consulta_especialidad,Tumor,VET_07,69600,16400.0,37,4,1,1
PAC_00662,Peñalolén,ave,1,4.8,consulta_general,esterilización_c,VET_06,38000,12000.0,177,4,1,0
PAC_00663,Providencia,perro,1,6.0,consulta_especialidad,Tumor,VET_03,70500,16500.0,38,5,1,1
PAC_00664,Maipú,perro,0,5.2,consulta_especialidad,CONTROL_RUTINA,VET_06,67800,23300.0,340,1,1,0
PAC_00665,Las_Condes,perro,1,8.6,hospitalización,parvovírus,VET_19,150200,29700.0,64,5,1,1
PAC_00666,Providencia,gato,0,6.4,hospitalización,ESTERILIZACIÓN,VET_23,87600,15300.0,73,5,1,0
PAC_00667,Peñalolén,perro,1,0.2,cirugía,OTITIS,VET_14,299500,76200.0,40,6,1,1
PAC_01054,Las_Condes,perro,0,0.7,consulta_general,otitis_c,VET_10,44100,15000.0,117,3,1,1
PAC_00669,Las_Condes,perro,1,1.8,hospitalización,Tumor,VET_09,221600,72900.0,27,10,1,1
PAC_00670,Maipú,gato,1,1.9,consulta_general,control_rutina_c,VET_08,44400,9200.0,132,3,0,0
PAC_00671,Las_Condes,perro,1,2.6,consulta_especialidad,control_rutina,VET_10,55000,12700.0,186,2,0,0
PAC_00672,San_Miguel,gato,1,1.7,consulta_general,GASTROENTERITIS,VET_15,30600,3900.0,30,2,0,0
PAC_00673,Maipú,perro,0,1.5,consulta_general,esterilización_c,VET_01,28800,2700.0,6,4,1,1
PAC_00674,La_Florida,gato,1,1.2,cirugía,esterílízacíón,VET_01,296800,83200.0,162,9,1,1
PAC_00675,Ñuñoa,perro,1,3.8,venta_producto,Gastroenteritis,VET_12,19000,2800.0,202,2,1,0
PAC_00676,Maipú,perro,1,3.1,consulta_especialidad,Otitis,VET_14,71300,20400.0,43,3,1,1
PAC_00677,Maipú,perro,1,0.6,consulta_general,CONTROL_RUTINA,VET_17,26900,3800.0,18,6,0,1
PAC_01285,La_Florida,exótico,1,1.7,consulta_general,control_rutina_c,VET_14,35500,4700.0,353,5,0,0
PAC_00679,San_Miguel,perro,0,10.0,cirugía,control_rutina,VET_15,304800,105600.0,97,4,1,1
PAC_00566,Providencia,gato,0,10.5,cirugía,CONTROL_RUTINA,VET_05,191300,54200.0,63,4,0,1
PAC_00681,La_Florida,gato,1,7.3,venta_producto,tumor,VET_19,23900,3400.0,18,4,0,0
PAC_00682,Providencia,ave,0,5.7,consulta_especialidad,tumor,VET_18,83800,25800.0,154,3,1,0
PAC_00683,Las_Condes,gato,1,2.2,cirugía,Tumor,VET_11,164800,39100.0,70,7,0,1
PAC_00684,Ñuñoa,perro,1,3.2,consulta_general,artritis_c,VET_14,55200,9600.0,22,5,0,1
PAC_00685,Ñuñoa,perro,1,3.1,consulta_general,diabetes_c,VET_07,44300,10700.0,35,1,0,0
PAC_00686,Providencia,gato,1,0.9,consulta_especialidad,artritis,VET_08,45200,13800.0,40,3,1,1
PAC_00687,Ñuñoa,perro,0,3.7,consulta_especialidad,fractura_c,VET_16,86300,8200.0,182,5,1,0
PAC_00688,Providencia,gato,1,6.4,consulta_general,Control_rutina,VET_07,16300,2300.0,35,6,0,1
PAC_00689,Ñuñoa,perro,1,0.4,venta_producto,TUMOR,VET_13,22600,6900.0,92,3,1,0
PAC_00690,Las_Condes,gato,1,3.3,consulta_general,tumor,VET_01,37200,3300.0,66,2,1,1
PAC_00691,Maipú,perro,1,9.7,consulta_especialidad,fractura,VET_08,80500,23500.0,17,4,0,1
PAC_00692,Ñuñoa,perro,1,18.0,consulta_especialidad,artritis_c,VET_11,76300,23700.0,5,1,0,0
PAC_00693,Las_Condes,gato,0,0.7,consulta_general,parvovirus_c,VET_05,35500,5100.0,62,7,0,1
PAC_00694,Maipú,perro,1,4.1,consulta_especialidad,DIABETES,VET_21,64900,15700.0,122,7,1,1
PAC_00695,Las_Condes,perro,1,0.9,consulta_general,Control_rutina,VET_12,36600,7400.0,85,5,0,1
PAC_00696,Providencia,perro,1,4.9,consulta_general,esterilización_c,VET_05,35800,8500.0,90,5,0,0
PAC_00697,Las_Condes,perro,1,8.1,venta_producto,dermatítís,VET_18,44100,6600.0,88,12,1,1
PAC_00698,Las_Condes,gato,1,3.2,consulta_especialidad,TUMOR,VET_09,55200,13800.0,101,7,0,1
PAC_00699,Providencia,gato,1,4.5,consulta_general,Otitis,VET_12,38700,11400.0,96,1,1,0
PAC_00700,Las_Condes,gato,1,8.4,consulta_especialidad,DERMATITIS,VET_11,69700,16100.0,6,5,0,1
PAC_00701,Pudahuel,perro,1,1.6,venta_producto,Dermatitis,VET_10,8800,2900.0,14,3,1,1
PAC_00702,Las_Condes,perro,1,4.0,consulta_general,tumor,VET_18,44700,5100.0,47,2,1,1
PAC_00703,Peñalolén,perro,0,16.6,consulta_general,ESTERILIZACIÓN,VET_06,40200,8300.0,13,3,0,1
PAC_00704,La_Florida,gato,1,1.9,venta_producto,DIABETES,VET_01,32300,4900.0,28,9,1,1
PAC_00705,Ñuñoa,gato,0,1.5,consulta_general,Control_rutina,VET_02,38200,11900.0,110,5,1,1
PAC_00706,San_Miguel,gato,0,4.5,consulta_general,esterilización,VET_21,48000,12500.0,77,6,1,1
PAC_00707,Providencia,gato,1,13.7,consulta_especialidad,control_rutína,VET_17,46100,14400.0,81,4,0,0
PAC_00708,La_Florida,perro,1,0.4,consulta_especialidad,esterilización_c,VET_20,73700,10700.0,100,1,1,0
PAC_00709,La_Florida,perro,1,3.7,consulta_general,artritis_c,VET_03,25800,6200.0,29,3,1,1
PAC_00710,Pudahuel,perro,0,3.8,consulta_general,dermatítís,VET_09,20200,6600.0,189,4,0,0
PAC_00711,Providencia,gato,0,3.1,consulta_especialidad,GASTROENTERITIS,VET_21,53900,17600.0,147,5,1,1
PAC_00511,San_Miguel,perro,0,1.3,consulta_general,otitis,VET_08,28600,5300.0,78,1,1,1
PAC_00713,Las_Condes,perro,1,0.1,consulta_general,ESTERILIZACIÓN,VET_06,38000,4200.0,69,2,1,1
PAC_00714,Providencia,gato,1,0.8,consulta_general,gastroenteritis,VET_09,39400,5900.0,150,7,1,1
PAC_00715,La_Florida,perro,1,4.9,consulta_especialidad,dermatítís,VET_04,34700,6800.0,157,3,1,0
PAC_00716,Ñuñoa,ave,1,17.9,cirugía,CONTROL_RUTINA,VET_10,284900,62400.0,205,2,1,0
PAC_00717,Ñuñoa,ave,1,1.0,consulta_especialidad,esterilización_c,VET_05,77500,8600.0,90,6,1,1
PAC_00718,Las_Condes,exótico,1,4.1,consulta_general,artritis_c,VET_23,23300,5800.0,134,6,0,1
PAC_00215,La_Florida,gato,1,0.2,consulta_general,otítís,VET_18,28400,5200.0,10,4,1,1
PAC_00720,Ñuñoa,perro,1,9.2,consulta_especialidad,fractura,VET_10,77700,19300.0,104,3,0,0
PAC_00721,Pudahuel,perro,1,1.3,consulta_general,artritis_c,VET_18,32100,4600.0,107,5,1,1
PAC_00722,Maipú,perro,1,10.4,hospitalización,control_rutína,VET_16,170700,41000.0,104,5,1,1
PAC_00723,Pudahuel,perro,0,13.3,consulta_especialidad,Esterilización,VET_02,54900,4500.0,160,7,1,0
PAC_00552,Ñuñoa,gato,1,3.6,consulta_general,tumor,VET_23,37900,6200.0,204,3,0,0
PAC_00725,La_Florida,gato,0,0.8,consulta_general,control_rutina,VET_12,35100,3300.0,113,7,1,1
PAC_00726,Ñuñoa,perro,1,12.9,consulta_especialidad,DIABETES,VET_04,63700,7800.0,176,5,0,0
